title,isbn_10,isbn_13,amazon_url
Children in the Ancient Near Eastern Household (Explorations in Ancient Near Eastern Civilizations),157506295X,978-1575062952,https://www.amazon.com/Children-Ancient-Household-Explorations-Civilizations/dp/157506295X/ref=sr_1_252?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172135&sr=8-252
Shattered Soul: The True Story of a Child Soldier,1074711378,,https://www.amazon.com/Shattered-Soul-Story-Child-Soldier-ebook/dp/B07QM3B4WL/ref=sr_1_253?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172135&sr=8-253
A Kid's Guide to Arab American History: More Than 50 Activities (A Kid's Guide series),,978-1613740170,https://www.amazon.com/Kids-Guide-Arab-American-History/dp/1613740174/ref=sr_1_254?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172135&sr=8-254
Why Was Israel Called The Holy Land? - History Book for Kids | Children's Asian History,1541912403,978-1541912403,https://www.amazon.com/Why-Israel-Called-Holy-Land/dp/1541912403/ref=sr_1_255?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172135&sr=8-255
Song of the Old City,1524741043,978-1524741044,https://www.amazon.com/Song-Old-City-Anna-Pellicioli/dp/1524741043/ref=sr_1_256?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172135&sr=8-256
I See the Sun in Afghanistan,981872085,978-0981872087,https://www.amazon.com/See-Sun-Afghanistan-Dedie-King/dp/0981872085/ref=sr_1_258?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172201&sr=8-258
Travel Journal Israel: Kids Travel Keepsake Journal | Vacation Diary for Kids | Israel Map Cover,1099260590,978-1099260599,https://www.amazon.com/Travel-Journal-Israel-Keepsake-Vacation/dp/1099260590/ref=sr_1_259?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172201&sr=8-259
More to the Story,1481492101,978-1481492102,https://www.amazon.com/More-Story-Hena-Khan/dp/1481492101/ref=sr_1_260?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172201&sr=8-260
Harry Potter: A History of Magic: An Audio Documentary,1408890763,,https://www.amazon.com/Harry-Potter-History-of-Magic-audiobook/dp/B07FMNKF56/ref=sr_1_261?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172201&sr=8-261
"A Historical Atlas of Iran (Historical Atlases of South Asia, Central Asia and the Middle East)",823938646,978-0823938643,https://www.amazon.com/Historical-Atlas-Atlases-Central-Middle/dp/0823938646/ref=sr_1_262?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172201&sr=8-262
"Call to Arms: Iran's Marxist Revolutionaries: Formation and Evolution of the Fada'is, 1964–1976 (Radical Histories of the Middle East)",1786079852,978-1786079855,https://www.amazon.com/Call-Arms-Revolutionaries-Formation-Evolution/dp/1786079852/ref=sr_1_263?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172201&sr=8-263
The Routledge History of Witchcraft (Routledge Histories),1032082615,,https://www.amazon.com/Routledge-History-Witchcraft-Histories-ebook/dp/B082DM8V3C/ref=sr_1_264?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172201&sr=8-264
My Smoky Mountain Vacation: A Memory Book for Kids,1720110018,978-1720110019,https://www.amazon.com/My-Smoky-Mountain-Vacation-Memory/dp/1720110018/ref=sr_1_265?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172201&sr=8-265
3rd Grade History: The Egyptian Civilization: Egyptian Books for Kids (Children's Ancient History Books),1682601544,,https://www.amazon.com/3rd-Grade-History-Civilization-Childrens-ebook/dp/B01A2YJAA4/ref=sr_1_266?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172201&sr=8-266
Ramadan fun with Abdullah: Ramadan book for kids,,9798746713780,https://www.amazon.com/Ramadan-fun-Abdullah-book-kids-ebook/dp/B093WWKQKQ/ref=sr_1_267?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172201&sr=8-267
Across The Babylon Rivers,,979-8701553635,https://www.amazon.com/Across-Babylon-Rivers-Doron-Hackam/dp/B08VTWDXJL/ref=sr_1_268?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172201&sr=8-268
"Bahar, the Lucky",1478869062,978-1478869061,https://www.amazon.com/Bahar-Lucky-Rashin-Kheiriyeh/dp/1478869062/ref=sr_1_269?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172201&sr=8-269
Mosque,054701547X,978-0547015477,https://www.amazon.com/Mosque-David-Macaulay/dp/054701547X/ref=sr_1_270?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172201&sr=8-270
A History of Zionism: From the French Revolution to the Establishment of the State of Israel,0805211497,978-0805211498,https://www.amazon.com/History-Zionism-French-Revolution-Establishment/dp/0805211497/ref=sr_1_271?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172201&sr=8-271
Ephraim. The Gentile Children of Israel,1365092119,978-1365092114,https://www.amazon.com/Ephraim-Gentile-Children-Israel-Davidiy/dp/B07Y4HY4R4/ref=sr_1_272?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172201&sr=8-272
"School Zone - Big Preschool Workbook - Ages 3 to 5, Colors, Shapes, Numbers 1-10, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",887431453,978-0887431456,https://www.amazon.com/School-Zone-Preschool-Pre-Writing-Pre-Reading/dp/0887431453/ref=sr_1_273?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172265&sr=8-273
A Child From the Village (Middle East Literature In Translation),0815608055,978-0815608059,https://www.amazon.com/Child-Village-Middle-Literature-Translation/dp/0815608055/ref=sr_1_274?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172265&sr=8-274
Incarcerated Childhood and the Politics of Unchilding,1108429874,978-1108429870,https://www.amazon.com/Incarcerated-Childhood-Politics-Unchilding-Shalhoub-Kevorkian/dp/1108429874/ref=sr_1_275?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172265&sr=8-275
"The Perplexity of a Muslim Woman: Over Inheritance, Marriage, and Homosexuality",1498541690,,https://www.amazon.com/Perplexity-Muslim-Woman-Inheritance-Homosexuality-ebook/dp/B06W5KCH8D/ref=sr_1_276?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172265&sr=8-276
Some Kind of Courage,0545665825,978-0545665827,https://www.amazon.com/Some-Kind-Courage-Dan-Gemeinhart/dp/0545665825/ref=sr_1_277?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172265&sr=8-277
The Book of Jewish Food: An Odyssey from Samarkand to New York: A Cookbook,0394532589,978-0394532585,https://www.amazon.com/Book-Jewish-Food-Odyssey-Samarkand/dp/0394532589/ref=sr_1_278?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172265&sr=8-278
The Night of His Birth,1947888129,978-1947888128,https://www.amazon.com/Night-His-Birth-Katherine-Paterson/dp/1947888129/ref=sr_1_279?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172265&sr=8-279
"Fireflies, Glow-worms, and Lightning Bugs: Identification and Natural History of the Fireflies of the Eastern and Central United States and Canada (Wormsloe Foundation Nature Book Ser.)",,978-0820348728,https://www.amazon.com/Fireflies-Glow-worms-Lightning-Bugs-Identification/dp/0820348724/ref=sr_1_280?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172265&sr=8-280
Stories of the Holy Land and the Middle East,1950408337,978-1950408337,https://www.amazon.com/Stories-Holy-Land-Middle-East/dp/1950408337/ref=sr_1_281?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172265&sr=8-281
Middle Eastern Mythology (World of Mythology (Abdo)),1617147257,978-1617147258,https://www.amazon.com/Middle-Eastern-Mythology-World/dp/1617147257/ref=sr_1_282?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172265&sr=8-282
Diary of a Child Called Souad (Giants of Contemporary Arab Literature),1137589353,978-1137589354,https://www.amazon.com/Diary-Called-Giants-Contemporary-Literature/dp/1137589353/ref=sr_1_284?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172265&sr=8-284
A Little Piece of Ground,,978-1931859387,https://www.amazon.com/Little-Piece-Ground-Elizabeth-Laird/dp/1931859388/ref=sr_1_285?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172265&sr=8-285
"Pregnancy and Childbirth in the Premodern World: European and Middle Eastern Cultures, from Late Antiquity to the Renaissance (Cursor Mundi)",2503580556,978-2503580555,https://www.amazon.com/Pregnancy-Childbirth-Premodern-World-Renaissance/dp/2503580556/ref=sr_1_286?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172265&sr=8-286
Muslim Contributions : A Thousand and One Arabian Gifts | Civilizations of Islam | Books on History of Islam | 6th Grade History | Children's Middle Eastern ... History - Children's Middle Eastern History,1541976657,,https://www.amazon.com/Muslim-Contributions-Thousand-Civilizations-Childrens-ebook/dp/B08R2L9T4F/ref=sr_1_291?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172330&sr=8-291
Flavors of Albania: Discover the Flavors of Albania With These Delicious Recipes!,,979-8606457946,https://www.amazon.com/Flavors-Albania-Discover-Delicious-Recipes/dp/B0849ZVLZP/ref=sr_1_292?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172330&sr=8-292
Earn It!,0399544445,978-0399544446,https://www.amazon.com/Earn-Cinders-McLeod/dp/0399544445/ref=sr_1_293?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172330&sr=8-293
The Indians of New Jersey: Dickon Among the Lenapes,0813504252,978-0813504254,https://www.amazon.com/Indians-New-Jersey-Dickon-Lenapes/dp/0813504252/ref=sr_1_294?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172330&sr=8-294
Owl & Cat: Islam Is... (2),0997580410,978-0997580419,https://www.amazon.com/Owl-Cat-Islam-Emma-Apple/dp/0997580410/ref=sr_1_295?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172330&sr=8-295
Assyrian Cookbook,0957589204,978-0957589209,https://www.amazon.com/Assyrian-Cookbook-Beatrice-Youil/dp/0957589204/ref=sr_1_296?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172330&sr=8-296
The Book of New Israeli Food: A Culinary Journey: A Cookbook,,978-0805212242,https://www.amazon.com/Book-New-Israeli-Food-Culinary/dp/0805212248/ref=sr_1_297?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172330&sr=8-297
Ottoman Children and Youth during World War I (Contemporary Issues in the Middle East),815636458,978-0815636458,https://www.amazon.com/Ottoman-Children-during-Contemporary-Issues/dp/0815636458/ref=sr_1_298?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172330&sr=8-298
Children of the Alley: A Novel,385264739,978-0385264730,https://www.amazon.com/Children-Alley-Novel-Naguib-Mahfouz/dp/0385264739/ref=sr_1_299?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172330&sr=8-299
National Geographic Countries of the World: Turkey,,978-1426303876,https://www.amazon.com/National-Geographic-Countries-World-Turkey/dp/1426303874/ref=sr_1_300?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172330&sr=8-300
"The Spanish, Middle Eastern & African Cookbook: Over 330 Dishes, Shown Step By Step In 1400 Photographs - Classic And Regional Specialities Include ... Dishes, Tangy Fish Curries And Exotic Sweets",1844779556,978-1844779550,https://www.amazon.com/Spanish-Middle-Eastern-African-Cookbook/dp/1844779556/ref=sr_1_301?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172330&sr=8-301
Gilgamesh the Hero,,978-0802852625,https://www.amazon.com/Gilgamesh-Hero-Geraldine-McCaughrean/dp/0802852629/ref=sr_1_302?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172330&sr=8-302
From Adam to Jesus - the Creation to Crucifixion Ancient Bible History Timeline,1683440072,978-1683440079,https://www.amazon.com/Adam-Jesus-Creation-Crucifixion-Timeline/dp/1683440072/ref=sr_1_303?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172330&sr=8-303
"KIDS LOVE KENTUCKY, 4th Edition: A Family Travel Guide to Exploring Kid-Friendly Kentucky. 400 Fun Stops & Unique Spots (Kids Love Travel Guides)",692606041,978-0692606049,https://www.amazon.com/KIDS-LOVE-KENTUCKY-4th-Kid-Friendly/dp/0692606041/ref=sr_1_304?dchild=1&keywords=Middle+Eastern+Children+Books&qid=1620172330&sr=8-304
West African Civilization | Written & Oral Traditions | African Books | Social Studies 6th Grade | Children's Geography & Cultures Books,154195016X,978-1541950160,https://www.amazon.com/Civilization-Traditions-Childrens-Geography-Cultures/dp/154195016X/ref=sr_1_1?dchild=1&keywords=West+African+Children+Books&qid=1620172519&sr=8-1
Why Mosquitoes Buzz in People's Ears: A West African Tale,,978-0140549058,https://www.amazon.com/Why-Mosquitoes-Buzz-Peoples-Ears/dp/0140549056/ref=sr_1_2?dchild=1&keywords=West+African+Children+Books&qid=1620172519&sr=8-2
The Fire Children: A West African Folk Tale,184780652X,978-1847806529,https://www.amazon.com/Fire-Children-West-African-Folk/dp/184780652X/ref=sr_1_3?dchild=1&keywords=West+African+Children+Books&qid=1620172519&sr=8-3
The Cow-Tail Switch: And Other West African Stories,312380062,978-0312380069,https://www.amazon.com/Cow-Tail-Switch-Other-African-Stories/dp/0312380062/ref=sr_1_4?dchild=1&keywords=West+African+Children+Books&qid=1620172519&sr=8-4
Buffalo Soldiers: Heroes of the American West (Military Heroes),1491449063,978-1491449066,https://www.amazon.com/Buffalo-Soldiers-Heroes-American-Military/dp/1491449063/ref=sr_1_5?dchild=1&keywords=West+African+Children+Books&qid=1620172519&sr=8-5
Chinye: A West African Folk Tale (Viking Kestrel Picture Books),,978-0670851157,https://www.amazon.com/Chinye-African-Viking-Kestrel-Picture/dp/0670851159/ref=sr_1_6?dchild=1&keywords=West+African+Children+Books&qid=1620172519&sr=8-6
Black Frontiers: A History of African American Heroes in the Old West,0689833156,978-0689833151,https://www.amazon.com/Black-Frontiers-History-African-American/dp/0689833156/ref=sr_1_7?dchild=1&keywords=West+African+Children+Books&qid=1620172519&sr=8-7
Ancient West African Kingdoms (History Opens Windows),1432913409,978-1432913403,https://www.amazon.com/Ancient-African-Kingdoms-History-Windows/dp/1432913409/ref=sr_1_8?dchild=1&keywords=West+African+Children+Books&qid=1620172519&sr=8-8
The Adventures of Spider: West African Folktales (BookFestival),0316051071,978-0316051071,https://www.amazon.com/Adventures-Spider-African-Folktales-BookFestival/dp/0316051071/ref=sr_1_11?dchild=1&keywords=West+African+Children+Books&qid=1620172519&sr=8-11
Child Soldiers: Sierra Leone's Revolutionary United Front,0521693217,978-0521693219,https://www.amazon.com/Child-Soldiers-Sierra-Leones-Revolutionary/dp/0521693217/ref=sr_1_13?dchild=1&keywords=West+African+Children+Books&qid=1620172519&sr=8-13
Sarah Journeys West: An Oregon Trail Survival Story (Girls Survive),1496592182,978-1496592187,https://www.amazon.com/Sarah-Journeys-West-Survival-Survive/dp/1496592182/ref=sr_1_14?dchild=1&keywords=West+African+Children+Books&qid=1620172519&sr=8-14
The Magical Town of Ketu: Children's Book,,,https://www.amazon.com/Magical-Town-Ketu-Childrens-Book-ebook/dp/B082L629JY/ref=sr_1_15?dchild=1&keywords=West+African+Children+Books&qid=1620172519&sr=8-15
African American Childhoods: Historical Perspectives from Slavery to Civil Rights,1403962510,978-1403962515,https://www.amazon.com/African-American-Childhoods-Historical-Perspectives/dp/1403962510/ref=sr_1_18?dchild=1&keywords=West+African+Children+Books&qid=1620172583&sr=8-18
"Harry Potter and the Cursed Child, Parts One and Two: The Official Playscript of the Original West End Production: The Official Script Book of the Original West End Production",133821666X,978-1338216660,https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/dp/133821666X/ref=sr_1_20?dchild=1&keywords=West+African+Children+Books&qid=1620172583&sr=8-20
Away West (Scraps of Time),0142406880,978-0142406885,https://www.amazon.com/Away-West-Scraps-Patricia-McKissack/dp/0142406880/ref=sr_1_21?dchild=1&keywords=West+African+Children+Books&qid=1620172583&sr=8-21
The People Could Fly: American Black Folktales,,978-0679843368,https://www.amazon.com/People-Could-Fly-American-Folktales/dp/0679843361/ref=sr_1_23?dchild=1&keywords=West+African+Children+Books&qid=1620172583&sr=8-23
The Last Children of Mill Creek,1948742640,,https://www.amazon.com/Last-Children-Mill-Creek-ebook/dp/B085Z2DX7S/ref=sr_1_24?dchild=1&keywords=West+African+Children+Books&qid=1620172583&sr=8-24
World of Reading: Black Panther: This is Black Panther (Level 1): Level 1,1368008534,978-1368008532,https://www.amazon.com/World-Reading-Black-Panther-Level/dp/1368008534/ref=sr_1_26?dchild=1&keywords=West+African+Children+Books&qid=1620172583&sr=8-26
"Yaya, Come Here!: A Day In The Life Of A Boy in West Africa: In English and Amharic",1694400638,978-1694400635,https://www.amazon.com/Yaya-Come-Here-English-Amharic/dp/1694400638/ref=sr_1_27?dchild=1&keywords=West+African+Children+Books&qid=1620172583&sr=8-27
The Miraculous Masquerade: An Ekpe Harvest Celebration Tale,,,https://www.amazon.com/Miraculous-Masquerade-Ekpe-Harvest-Celebration-ebook/dp/B093Y3TZHT/ref=sr_1_28?dchild=1&keywords=West+African+Children+Books&qid=1620172583&sr=8-28
First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,,978-0545231497,https://www.amazon.com/First-Little-Readers-Parent-Pack/dp/0545231493/ref=sr_1_32?dchild=1&keywords=West+African+Children+Books&qid=1620172583&sr=8-32
Thunder Rose,0152060065,978-0152060060,https://www.amazon.com/Thunder-Rose-Jerdine-Nolen/dp/0152060065/ref=sr_1_33?dchild=1&keywords=West+African+Children+Books&qid=1620172650&sr=8-33
Anansi and the Box of Stories: [A West African Folktale] (On My Own Folklore),0822567458,978-0822567455,https://www.amazon.com/Library-Book-Anansi-Stories-Folklore/dp/0822567458/ref=sr_1_34?dchild=1&keywords=West+African+Children+Books&qid=1620172650&sr=8-34
Sunjata: Warrior King of Mali [A West African Legend] (Graphic Myths & Legends (Paperback)),1580138918,978-1580138918,https://www.amazon.com/Sunjata-Warrior-African-Graphic-Legends/dp/1580138918/ref=sr_1_35?dchild=1&keywords=West+African+Children+Books&qid=1620172650&sr=8-35
Ananse and the Lizard: A West African Tale,805064761,978-0805064766,https://www.amazon.com/Ananse-Lizard-West-African-Tale/dp/0805064761/ref=sr_1_36?dchild=1&keywords=West+African+Children+Books&qid=1620172650&sr=8-36
"Ancient West African Kingdoms: Ghana, Mali, & Songhai (Understanding People in the Past) by Mary Quigley (2002-04-06)",1588104257,,https://www.amazon.com/Ancient-West-African-Kingdoms-Understanding/dp/B01K9AJK24/ref=sr_1_39?dchild=1&keywords=West+African+Children+Books&qid=1620172650&sr=8-39
Children's Books: Tortoise finds a best friend: Folktales for children and animal stories for kids. (Folktale adventure series Book 2),1981083197,,https://www.amazon.com/Childrens-Books-Tortoise-Folktales-Adventure-ebook/dp/B07DD72J6W/ref=sr_1_40?dchild=1&keywords=West+African+Children+Books&qid=1620172650&sr=8-40
J is for Jollof: An African Alphabet,,979-8575309307,https://www.amazon.com/Jollof-Alphabet-Dr-Gloria-Fa%CC%81tu%CC%81si%CC%80n/dp/B08TLG26GZ/ref=sr_1_41?dchild=1&keywords=West+African+Children+Books&qid=1620172650&sr=8-41
West African Folk-Tales (Yesterday's Classics),0486427641,,https://www.amazon.com/West-African-Folk-Tales-Yesterdays-Classics-ebook/dp/B004EYSZ32/ref=sr_1_43?dchild=1&keywords=West+African+Children+Books&qid=1620172650&sr=8-43
African-Americans in the Old West (Cornerstones of Freedom: First Series),051626348X,978-0516263489,https://www.amazon.com/African-Americans-Old-West-Cornerstones-Freedom/dp/051626348X/ref=sr_1_44?dchild=1&keywords=West+African+Children+Books&qid=1620172650&sr=8-44
Yo! Yes? (Scholastic Bookshelf),,978-0439921855,https://www.amazon.com/Yes-Scholastic-Bookshelf-Chris-Raschka/dp/0439921856/ref=sr_1_45?dchild=1&keywords=West+African+Children+Books&qid=1620172650&sr=8-45
A Long Way Gone: Memoirs of a Boy Soldier,,978-0374531263,https://www.amazon.com/Long-Way-Gone-Memoirs-Soldier/dp/0374531269/ref=sr_1_46?dchild=1&keywords=West+African+Children+Books&qid=1620172650&sr=8-46
"The African Book of Names: 5,000+ Common and Uncommon Names from the African Continent",0757307795,978-0757307799,https://www.amazon.com/African-Book-Names-Uncommon-Continent/dp/0757307795/ref=sr_1_47?dchild=1&keywords=West+African+Children+Books&qid=1620172650&sr=8-47
Gems of Cincinnati’s West End: Black Children and Catholic Missionaries 1940-1970,1984579045,,https://www.amazon.com/Gems-Cincinnatis-West-End-Missionaries-ebook/dp/B08C2KLQ6C/ref=sr_1_48?dchild=1&keywords=West+African+Children+Books&qid=1620172650&sr=8-48
Nana Akua Goes to School,0525581138,978-0525581130,https://www.amazon.com/Nana-Akua-School-Tricia-Walker/dp/0525581138/ref=sr_1_49?dchild=1&keywords=West+African+Children+Books&qid=1620172716&sr=8-49
The House at Sugar Beach: In Search of a Lost African Childhood,0743266250,978-0743266253,https://www.amazon.com/House-Sugar-Beach-African-Childhood/dp/0743266250/ref=sr_1_50?dchild=1&keywords=West+African+Children+Books&qid=1620172716&sr=8-50
"Black Leopard, Red Wolf: The Dark Star Trilogy, Book 1",0241981859,,https://www.amazon.com/Black-Leopard-Red-Wolf-audiobook/dp/B07K7Y6WTY/ref=sr_1_51?dchild=1&keywords=West+African+Children+Books&qid=1620172716&sr=8-51
"African tales, Bamiléké fairy tales, English-French version: Contes africains, contes bamilekes, Anglais-Francais (1) (Volume 1)",1512166375,978-1518704451,https://www.amazon.com/African-tales-Bamil%C3%A9k%C3%A9-English-French-version/dp/151870445X/ref=sr_1_52?dchild=1&keywords=West+African+Children+Books&qid=1620172716&sr=8-52
The Dark Child,080901548X,978-0809015481,https://www.amazon.com/Dark-Child-Autobiography-African-Boy/dp/080901548X/ref=sr_1_53?dchild=1&keywords=West+African+Children+Books&qid=1620172716&sr=8-53
Honey Baby Sugar Child,0689846789,978-0689846786,https://www.amazon.com/Honey-Sugar-Child-Alice-Duncan/dp/0689846789/ref=sr_1_54?dchild=1&keywords=West+African+Children+Books&qid=1620172716&sr=8-54
Class Act,062885502,978-0062885500,https://www.amazon.com/Class-Act-Jerry-Craft/dp/0062885502/ref=sr_1_55?dchild=1&keywords=West+African+Children+Books&qid=1620172716&sr=8-55
This Child Will Be Great: Memoir of a Remarkable Life by Africa's First Woman President,0061353485,,https://www.amazon.com/This-Child-Will-Great-Remarkable-ebook/dp/B0024CF0JI/ref=sr_1_56?dchild=1&keywords=West+African+Children+Books&qid=1620172716&sr=8-56
Fleurie Neige et la Panthère (French Edition),0692157794,978-0692157794,https://www.amazon.com/Fleurie-Neige-Panth%C3%A8re-French-Leclercq/dp/0692157794/ref=sr_1_57?dchild=1&keywords=West+African+Children+Books&qid=1620172716&sr=8-57
Buffalo Soldiers and the American West (Graphic History),0736862048,978-0736862042,https://www.amazon.com/Buffalo-Soldiers-American-Graphic-History/dp/0736862048/ref=sr_1_58?dchild=1&keywords=West+African+Children+Books&qid=1620172716&sr=8-58
Sunjata: Children of the Malian Empire: Stories about Malian Children (some of whom grow up) for Teachers and Students of Africa and America’s West African Heritage,,,https://www.amazon.com/Sunjata-Children-Teachers-Students-Americas-ebook/dp/B0851XZMJK/ref=sr_1_59?dchild=1&keywords=West+African+Children+Books&qid=1620172716&sr=8-59
The First Adventures of Spider: West African Folktales (Passport to Reading Level 4),0316203815,978-0316203814,https://www.amazon.com/First-Adventures-Spider-Folktales-Passport/dp/0316203815/ref=sr_1_60?dchild=1&keywords=West+African+Children+Books&qid=1620172716&sr=8-60
Black Women of the Old West,0689319444,978-0689319440,https://www.amazon.com/Black-Women-West-William-Loren/dp/0689319444/ref=sr_1_61?dchild=1&keywords=West+African+Children+Books&qid=1620172716&sr=8-61
"Little Man, Little Man: A Story of Childhood",147800004X,978-1478000044,https://www.amazon.com/Little-Man-Story-Childhood/dp/147800004X/ref=sr_1_63?dchild=1&keywords=West+African+Children+Books&qid=1620172716&sr=8-63
"Turn Away Thy Son: Little Rock, The Crisis that Shocked the Nation",155728878X,978-1557288783,https://www.amazon.com/Turn-Away-Thy-Son-Shocked/dp/155728878X/ref=sr_1_64?dchild=1&keywords=West+African+Children+Books&qid=1620172716&sr=8-64
The Hunterman and the Crocodile: A West African Folktale,0590898280,978-0590898287,https://www.amazon.com/Hunterman-Crocodile-West-African-Folktale/dp/0590898280/ref=sr_1_65?dchild=1&keywords=West+African+Children+Books&qid=1620172782&sr=8-65
Mossi (Heritage Library of African Peoples West Africa),0823919846,978-0823919840,https://www.amazon.com/Heritage-Library-African-Peoples-Africa/dp/0823919846/ref=sr_1_66?dchild=1&keywords=West+African+Children+Books&qid=1620172782&sr=8-66
The Black Cowboy Coloring Book (A Bellerophon Coloring Book),0883881764,978-0883881767,https://www.amazon.com/Black-Cowboy-Coloring-Book-Bellerophon/dp/0883881764/ref=sr_1_67?dchild=1&keywords=West+African+Children+Books&qid=1620172782&sr=8-67
The Yoruba Diaspora In The Atlantic World,0253217164,978-0253217165,https://www.amazon.com/Yoruba-Diaspora-Atlantic-World/dp/0253217164/ref=sr_1_68?dchild=1&keywords=West+African+Children+Books&qid=1620172782&sr=8-68
When the Cousins Came,0823446778,978-0823446773,https://www.amazon.com/When-Cousins-Came-Katie-Yamasaki/dp/0823446778/ref=sr_1_69?dchild=1&keywords=West+African+Children+Books&qid=1620172782&sr=8-69
MY PART FROM THE TRUTH,,979-8666003220,https://www.amazon.com/MY-PART-TRUTH-Jean-Baptiste-OUEDRAOGO/dp/B08CWG6278/ref=sr_1_70?dchild=1&keywords=West+African+Children+Books&qid=1620172782&sr=8-70
York's Adventures with Lewis and Clark: An African-American's Part in the Great Expedition (Orbis Pictus Award for Outstanding Nonfiction for Children (Awards)),60091118,978-0060091118,https://www.amazon.com/Yorks-Adventures-Lewis-Clark-African-Americans/dp/0060091118/ref=sr_1_71?dchild=1&keywords=West+African+Children+Books&qid=1620172782&sr=8-71
Countless Blessings: A History of Childbirth and Reproduction in the Sahel,0253042003,,https://www.amazon.com/Countless-Blessings-History-Childbirth-Reproduction-ebook/dp/B07T18C8HF/ref=sr_1_72?dchild=1&keywords=West+African+Children+Books&qid=1620172782&sr=8-72
Mia Mayhem and the Super Family Field Day (9),1534477209,978-1534477209,https://www.amazon.com/Mia-Mayhem-Super-Family-Field/dp/1534477209/ref=sr_1_74?dchild=1&keywords=West+African+Children+Books&qid=1620172782&sr=8-74
"The Black Knight: An African-American Family’s Journey from West Point—a Life of Duty, Honor and Country",1641800305,,https://www.amazon.com/Black-Knight-African-American-Familys-Point-ebook/dp/B07MFMZT55/ref=sr_1_75?dchild=1&keywords=West+African+Children+Books&qid=1620172782&sr=8-75
Women Win the Vote!: 19 for the 19th Amendment,1324004142,978-1324004141,https://www.amazon.com/Women-Win-Vote-19th-Amendment/dp/1324004142/ref=sr_1_76?dchild=1&keywords=West+African+Children+Books&qid=1620172782&sr=8-76
Kids Who Are Changing the World: A Book From the GoodPlanet Foundation,,978-1402295324,https://www.amazon.com/Kids-Who-Are-Changing-World/dp/1402295324/ref=sr_1_77?dchild=1&keywords=West+African+Children+Books&qid=1620172782&sr=8-77
Color Me In,0525578250,978-0525578253,https://www.amazon.com/Color-Me-Natasha-D%C3%ADaz/dp/0525578250/ref=sr_1_78?dchild=1&keywords=West+African+Children+Books&qid=1620172782&sr=8-78
Reaching for the Moon: The Autobiography of NASA Mathematician Katherine Johnson,1534440844,,https://www.amazon.com/Reaching-for-Moon-audiobook/dp/B07PXCFCRM/ref=sr_1_80?dchild=1&keywords=West+African+Children+Books&qid=1620172782&sr=8-80
