title,isbn_10,isbn_13,amazon_url
En la Sangre: 5x8 (Guajars) (Spanish Edition),1707890129,978-1707890125,https://www.amazon.com/En-Sangre-5x8-Guajars-Spanish/dp/1707890129/ref=sr_1_447?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141068&s=books&sr=1-447
"Without Separation: Prejudice, Segregation, and the Case of Roberto Alvarez",1684371953,,https://www.amazon.com/Without-Separation-Prejudice-Segregation-Roberto-ebook/dp/B08QLXXHMT/ref=sr_1_441?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141068&s=books&sr=1-441
Kiss Me Im Mexican,,979-8597467856,https://www.amazon.com/Kiss-Me-Mexican-Michael-Wilde/dp/B08TQCXVJQ/ref=sr_1_452?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141077&s=books&sr=1-452
Pilar Ramirez and the Escape from Zafa,1250774101,,https://www.amazon.com/Pilar-Ramirez-Escape-Julian-Randall-ebook/dp/B08W436LXY/ref=sr_1_453?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141077&s=books&sr=1-453
Stocking Up for the Storm (Katie Woo's Neighborhood),1515845559,978-1515845553,https://www.amazon.com/Stocking-Storm-Katie-Woos-Neighborhood/dp/1515845559/ref=sr_1_460?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141077&s=books&sr=1-460
"Latinx Farmworkers in the Eastern United States: Health, Safety, and Justice",3030366456,,https://www.amazon.com/Latinx-Farmworkers-Eastern-United-States-ebook/dp/B086W333RG/ref=sr_1_464?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141077&s=books&sr=1-464
Sordomudo (Dáctil nº 1) (Spanish Edition),,,https://www.amazon.com/Sordomudo-Ciencia-Ficci%C3%B3n-Juvenil-Empat%C3%ADa-ebook/dp/B00MU3PU1O/ref=sr_1_456?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141077&s=books&sr=1-456
A Transgender's Diary: LGBTQ Themed Notebook or Logbook perfect for everyday use,,979-8709797925,https://www.amazon.com/Transgenders-Diary-Notebook-Logbook-everyday/dp/B08WVCFLGJ/ref=sr_1_449?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141077&s=books&sr=1-449
Harlequin Special Edition July 2021 - Box Set 1 of 2,,,https://www.amazon.com/Harlequin-Special-July-2021-Box-ebook/dp/B08TCCL4L5/ref=sr_1_463?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141077&s=books&sr=1-463
Ayude a sus hijos a triunfar en la escuela secundaria y llegar a la universidad (Help Your Children Succeed in High School and Go to College): Guía para ... (Guias Practicas nº 0) (Spanish Edition),,,https://www.amazon.com/triunfar-escuela-secundaria-universidad-Children-ebook/dp/B00351YF2A/ref=sr_1_457?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141077&s=books&sr=1-457
Vic Villanueva,1944020357,,https://www.amazon.com/Vic-Villanueva-Laura-M-Gonzalez-ebook/dp/B086RCPWH4/ref=sr_1_459?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141077&s=books&sr=1-459
"Lin-Manuel Miranda: Revolutionary Playwright, Composer, and Actor (Gateway Biographies)",1541574338,978-1541574335,https://www.amazon.com/Lin-Manuel-Miranda-Revolutionary-Playwright-Biographies/dp/1541574338/ref=sr_1_462?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141077&s=books&sr=1-462
"Madre Árbol, Hijo Semilla (Guajars) (Spanish Edition)",1976874246,,https://www.amazon.com/Madre-%C3%81rbol-Hijo-Semilla-Guajars-ebook/dp/B078NGXYLJ/ref=sr_1_455?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141077&s=books&sr=1-455
Why Juan Can't Sleep: A Mystery? (Mini-mysteries for Minors Book 4),1951599047,,https://www.amazon.com/Why-Juan-Cant-Sleep-Mini-mysteries-ebook/dp/B0095PDN5A/ref=sr_1_461?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141077&s=books&sr=1-461
What Happened Next?,0500651205,,https://www.amazon.com/What-Happened-Next-H-Stokes-ebook/dp/B08RY7VG8Y/ref=sr_1_465?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141086&s=books&sr=1-465
Cool Shorts by Malik,,,https://www.amazon.com/Cool-Shorts-Malik-Sims-ebook/dp/B08R3CFC8W/ref=sr_1_466?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141086&s=books&sr=1-466
El verano de las mariposas (Spanish Edition),,,https://www.amazon.com/El-verano-las-mariposas-Spanish-ebook/dp/B07BRC8RCP/ref=sr_1_471?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141086&s=books&sr=1-471
"I'm Mad at You, GRAVITY!",,,https://www.amazon.com/Im-Mad-at-You-GRAVITY-ebook/dp/B08LQBT9BQ/ref=sr_1_475?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141086&s=books&sr=1-475
Manos Trabajadoras: Working Hands,,,https://www.amazon.com/Manos-Trabajadoras-Working-Yvanna-Hammen-Alvarez-ebook/dp/B081SL1CMW/ref=sr_1_474?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141086&s=books&sr=1-474
El Otro Lado (Spanish Edition),1548003743,,https://www.amazon.com/Otro-Lado-Spanish-Christian-Espinoza-ebook/dp/B07PLJFJ3R/ref=sr_1_477?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141086&s=books&sr=1-477
Mujer: Border Notebook III,,,https://www.amazon.com/Mujer-Border-Notebook-Agustin-Madero-ebook/dp/B085WM5XFB/ref=sr_1_480?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141086&s=books&sr=1-480
Mija: Border Notebook II,,,https://www.amazon.com/Mija-Border-Notebook-Agustin-Madero-ebook/dp/B085XK1YL8/ref=sr_1_479?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141086&s=books&sr=1-479
"If I Could Fly: With Characters from ""An Island Like You""",0374335176,,https://www.amazon.com/If-Could-Fly-Characters-Island-ebook/dp/B005QPBDAK/ref=sr_1_469?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141086&s=books&sr=1-469
Maximilian and the Curse of the Fallen Angel (Max's Lucha Libre Adventures (4)),1947627317,978-1947627314,https://www.amazon.com/Maximilian-Curse-Fallen-Angel-Adventures/dp/1947627317/ref=sr_1_467?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141086&s=books&sr=1-467
Blind in Justice,1500314595,,https://www.amazon.com/Blind-Justice-Gume-Laurel-III-ebook/dp/B00MSYVK0A/ref=sr_1_472?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141086&s=books&sr=1-472
Love Bird (Gay MM Short Story from Haven't I Seen You Somewhere Before?),1483634418,,https://www.amazon.com/Short-Story-Havent-Somewhere-Before-ebook/dp/B017RM1FH0/ref=sr_1_476?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141086&s=books&sr=1-476
Please Stay In Bed!,,9798685033741,https://www.amazon.com/Please-Stay-Bed-Cartez-Augustus-ebook/dp/B08HXG7B7X/ref=sr_1_473?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141086&s=books&sr=1-473
Mamá: Border Notebook I,,,https://www.amazon.com/Mam%C3%A1-Border-Notebook-Agustin-Madero-ebook/dp/B085WLNW9C/ref=sr_1_481?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141095&s=books&sr=1-481
The Little Refugee,1546642919,,https://www.amazon.com/Little-Refugee-Jon-Clark-ebook/dp/B08VD8KDKD/ref=sr_1_484?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141095&s=books&sr=1-484
Mari Baila para la feria comunitaria (2) (Spanish Edition),1733806482,978-1733806480,https://www.amazon.com/Mari-Baila-feria-comunitaria-Spanish/dp/1733806482/ref=sr_1_492?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141095&s=books&sr=1-492
¡Quédese en la cama!: (Please Stay In Bed!) (Spanish Edition),,9798685445025,https://www.amazon.com/%C2%A1Qu%C3%A9dese-cama-Please-Stay-Spanish-ebook/dp/B08HXFQF1Y/ref=sr_1_483?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141095&s=books&sr=1-483
Bodega Cat,1576879321,978-1576879320,https://www.amazon.com/Bodega-Cat-Louie-Chin/dp/1576879321/ref=sr_1_485?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141095&s=books&sr=1-485
Undead Girl Gang,045147824X,978-0451478245,https://www.amazon.com/Undead-Girl-Gang-Lily-Anderson/dp/045147824X/ref=sr_1_486?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141095&s=books&sr=1-486
Santa Muerte by Cynthia Pelayo (22-Dec-2012) Paperback,0984730494,,https://www.amazon.com/Muerte-Cynthia-Pelayo-22-Dec-2012-Paperback/dp/B013J9QULG/ref=sr_1_494?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141095&s=books&sr=1-494
Mr. Ray's Barbershop / La Barbería del Señor Ray,1073126064,978-1073126064,https://www.amazon.com/Mr-Rays-Barbershop-Barber%C3%ADa-Se%C3%B1or/dp/1073126064/ref=sr_1_490?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141095&s=books&sr=1-490
Yo!: A Novel,,,https://www.amazon.com/Yo-Novel-Julia-Alvarez-ebook/dp/B00APBPB12/ref=sr_1_489?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141095&s=books&sr=1-489
Cemetery Boys,1432889265,,https://www.amazon.com/Cemetery-Boys-Aiden-Thomas-ebook/dp/B07TVZXQ5V/ref=sr_1_488?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141095&s=books&sr=1-488
Help Your Children Succeed in School (Guias Practicas),1572486147,978-1572486140,https://www.amazon.com/Children-Succeed-School-Guias-Practicas/dp/1572486147/ref=sr_1_491?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141095&s=books&sr=1-491
Little Frida: A Story of Frida Kahlo,1536209333,978-1536209334,https://www.amazon.com/Little-Frida-Story-Kahlo/dp/1536209333/ref=sr_1_487?dchild=1&keywords=Latinx+Childrens+Books&qid=1620141095&s=books&sr=1-487
Fry Bread: A Native American Family Story,1626727465,978-1626727465,https://www.amazon.com/Fry-Bread-Native-American-Family/dp/1626727465/ref=sr_1_1?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-1
Explore Native American Cultures!: With 25 Great Projects (Explore Your World),1619301601,978-1619301603,https://www.amazon.com/Explore-Native-American-Cultures-Projects/dp/1619301601/ref=sr_1_2?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-2
The Sign of the Beaver,,978-0547577111,https://www.amazon.com/Sign-Beaver-Elizabeth-George-Speare/dp/0547577117/ref=sr_1_3?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-3
The Rough-Face Girl,698116267,978-0698116269,https://www.amazon.com/Rough-Face-Girl-Rafe-Martin/dp/0698116267/ref=sr_1_4?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-4
The Girl Who Loved Wild Horses,0689716966,978-0689716966,https://www.amazon.com/Girl-Who-Loved-Wild-Horses/dp/0689716966/ref=sr_1_5?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-5
We Are Still Here!: Native American Truths Everyone Should Know,1623541921,978-1623541927,https://www.amazon.com/We-Are-Still-Here-American/dp/1623541921/ref=sr_1_6?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-6
How the Stars Fell into the Sky: A Navajo Legend (Sandpiper Houghton Mifflin Books),0613001796,978-0395779385,https://www.amazon.com/How-Stars-Fell-into-Sky/dp/0395779383/ref=sr_1_7?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-7
Bowwow Powwow (ALA Notable Children's Books. Younger Readers (Awards)),1681340771,978-1681340777,https://www.amazon.com/Bowwow-Powwow-Brenda-J-Child/dp/1681340771/ref=sr_1_8?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-8
We Are Water Protectors,1250203554,978-1250203557,https://www.amazon.com/Are-Water-Protectors-Carole-Lindstrom/dp/1250203554/ref=sr_1_9?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-9
Sharice’s Big Voice: A Native Kid Becomes a Congresswoman,0062979663,978-0062979667,https://www.amazon.com/Sharices-Big-Voice-Becomes-Congresswoman/dp/0062979663/ref=sr_1_10?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-10
Native American Coloring Book (Native American Heritage),0635023989,978-0635023988,https://www.amazon.com/Native-American-Coloring-Book-Heritage/dp/0635023989/ref=sr_1_11?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-11
Jingle Dancer,006301811X,978-0063018112,https://www.amazon.com/Jingle-Dancer-Cynthia-L-Smith/dp/006301811X/ref=sr_1_12?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-12
The Very First Americans (Grosset & Dunlap All Aboard Book),448401681,978-0448401683,https://www.amazon.com/Very-First-Americans-Aboard-Books/dp/0448401681/ref=sr_1_13?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-13
Journey of the Freckled Indian: A Tlingit Culture Story,173428630X,978-1734286304,https://www.amazon.com/Journey-Freckled-Indian-Tlingit-Culture/dp/173428630X/ref=sr_1_14?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-14
"Trickster: Native American Tales, A Graphic Collection",1555917240,978-1555917241,https://www.amazon.com/Trickster-Native-American-Graphic-Collection/dp/1555917240/ref=sr_1_15?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-15
The Legend of the Bluebonnet,698113594,978-0698113596,https://www.amazon.com/Legend-Bluebonnet-Tomie-dePaola/dp/0698113594/ref=sr_1_16?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-16
Getting to Know the Native American Indian Tribes - US History for Kids | Children's American History,1541911784,978-1541911789,https://www.amazon.com/Getting-Native-American-Indian-Tribes/dp/1541911784/ref=sr_1_17?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-17
Thirteen Moons on Turtle's Back: A Native American Year of Moons,698115848,978-0698115842,https://www.amazon.com/Thirteen-Moons-Turtles-Back-American/dp/0698115848/ref=sr_1_18?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-18
Grandmother's Dreamcatcher,0807530328,978-0807530320,https://www.amazon.com/Grandmothers-Dreamcatcher-Becky-Ray-McCain/dp/0807530328/ref=sr_1_19?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-19
Stolen Words,1772600377,978-1772600377,https://www.amazon.com/Stolen-Words-Melanie-Florence/dp/1772600377/ref=sr_1_20?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-20
Raven: A Trickster Tale from the Pacific Northwest,0152024492,,https://www.amazon.com/Raven-Trickster-Tale-Pacific-Northwest/dp/0152024492/ref=sr_1_21?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-21
The Legend of the Indian Paintbrush,0698113608,978-0698113602,https://www.amazon.com/Legend-Indian-Paintbrush-Tomie-dePaola/dp/0698113608/ref=sr_1_22?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-22
The Legend Of the White Buffalo Woman,0792265521,978-0792265528,https://www.amazon.com/Legend-White-Buffalo-Woman/dp/0792265521/ref=sr_1_23?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-23
The Memoirs of Sherlock Holmes,1909621781,978-1909621787,https://www.amazon.com/Memoirs-Sherlock-Holmes-Arthur-Conan/dp/1909621781/ref=sr_1_24?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-24
Falling Rock: A High Plains Native Legend,0578614235,978-0578614236,https://www.amazon.com/Falling-Rock-Plains-Native-Legend/dp/0578614235/ref=sr_1_25?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-25
A Kid's Guide to Native American History: More than 50 Activities (A Kid's Guide series),1556528027,978-1556528026,https://www.amazon.com/Kids-Guide-Native-American-History/dp/1556528027/ref=sr_1_26?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-26
Indian No More,1620148390,978-1620148396,https://www.amazon.com/Indian-More-Charlene-Willing-Mcmanis/dp/1620148390/ref=sr_1_27?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-27
Pushing up the Sky: Seven Native American Plays for Children,1984814834,978-1984814838,https://www.amazon.com/Pushing-up-Sky-Joseph-Bruchac/dp/1984814834/ref=sr_1_28?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-28
Between Earth & Sky: Legends of Native American Sacred Places,152020624,9781439516973,https://www.amazon.com/Between-Earth-Sky-Legends-American/dp/0152020624/ref=sr_1_29?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-29
Native American History for Kids: With 21 Activities (For Kids series),1569762805,978-1569762806,https://www.amazon.com/Native-American-History-Kids-Activities/dp/1569762805/ref=sr_1_30?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-30
Native American Brave Costume for Kids,,,https://www.amazon.com/California-Costumes-Native-American-Costume/dp/B00IPKVOF2/ref=sr_1_31?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-31
"National Geographic Kids Encyclopedia of American Indian History and Culture: Stories, Timelines, Maps, and More",1426334540,978-1426334535,https://www.amazon.com/National-Geographic-Encyclopedia-American-History/dp/1426334532/ref=sr_1_32?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-32
The Whale Child,1623174864,978-1623174866,https://www.amazon.com/Whale-Child-Keith-Egawa/dp/1623174864/ref=sr_1_33?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-33
Native American Fairy Tales: Iroquois Children’s Wonder Stories,,979-8640338263,https://www.amazon.com/Native-American-Fairy-Tales-Childrens/dp/B087LGXYNC/ref=sr_1_34?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-34
Giving Thanks: A Native American Good Morning Message (Reading Rainbow Book) (Reading Rainbow Books),1880000547,978-1880000540,https://www.amazon.com/Giving-Thanks-American-Morning-Message/dp/1880000547/ref=sr_1_35?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-35
"A Broken Flute: The Native Experience in Books for Children (Volume 13) (Contemporary Native American Communities, 13)",759107793,978-0759107793,https://www.amazon.com/Broken-Flute-Experience-Contemporary-Communities/dp/0759107793/ref=sr_1_36?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-36
Native American Coloring Book: 40+ First Nations Designs to Color for Relaxation and Meditation,,979-8642494288,https://www.amazon.com/Native-American-Coloring-Book-Relaxation/dp/B087SFZ5L8/ref=sr_1_37?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-37
Native American Leaders From Then Until Today - US History Kids Book | Children's American History,1541911857,978-1541911857,https://www.amazon.com/Native-American-Leaders-Until-Today/dp/1541911857/ref=sr_1_38?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-38
Thunder Boy Jr. (Bccb Blue Ribbon Picture Book Awards (Awards)),0316013722,978-0316013727,https://www.amazon.com/Thunder-Bccb-Ribbon-Picture-Awards/dp/0316013722/ref=sr_1_39?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-39
American Herbalism: 3 Books In 1: American Herbalism: 3 Books In 1: The Most Complete Herbal Apothecary: Natural Preparations And The Best Recipes Used By Native Americans for hundreds of years,1914373952,,https://www.amazon.com/American-Herbalism-Apothecary-Preparations-Americans-ebook/dp/B08YXJ21QJ/ref=sr_1_40?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-40
"Boarding School Seasons: American Indian Families, 1900-1940 (North American Indian Prose Award)",0803264054,978-0803264052,https://www.amazon.com/Boarding-School-Seasons-American-1900-1940/dp/0803264054/ref=sr_1_41?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-41
The First Strawberries (Picture Puffin Books),0140564098,978-0140564099,https://www.amazon.com/First-Strawberries-Picture-Puffins/dp/0140564098/ref=sr_1_42?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-42
The Native American Story Book Stories of the American Indians for Children (1),164007709X,978-1640077096,https://www.amazon.com/Native-American-Stories-Indians-Children/dp/164007709X/ref=sr_1_43?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-43
The Boxcar Children Mysteries Boxed Set #9-12,0807508403,978-0807508404,https://www.amazon.com/Boxcar-Children-Mysteries-Boxed-9-12/dp/0807508403/ref=sr_1_44?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-44
Native Plant Stories,1555912125,978-1555912123,https://www.amazon.com/Native-Plant-Stories-Joseph-Bruchac/dp/1555912125/ref=sr_1_45?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-45
Indian Shoes,0064421481,978-0064421485,https://www.amazon.com/Indian-Shoes-Cynthia-L-Smith/dp/0064421481/ref=sr_1_46?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-46
North American Indians (Pictureback(R)),0394837029,978-0394837024,https://www.amazon.com/North-American-Indians-Pictureback-R/dp/0394837029/ref=sr_1_47?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-47
"The World is Full of Spirits : Native American Indian Religion, Mythology and Legends - US History for Kids | Children's American History",1541911776,978-1541911772,https://www.amazon.com/World-Full-Spirits-Mythology-Childrens/dp/1541911776/ref=sr_1_48?dchild=1&keywords=Native+American+Children+Books&qid=1620146227&sr=8-48
Coyote: A Trickster Tale from the American Southwest,0152019588,978-0152019587,https://www.amazon.com/Coyote-Trickster-Tale-American-Southwest/dp/0152019588/ref=sr_1_51?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-51
Ten Little Rabbits Board Book,811821323,978-0811821322,https://www.amazon.com/Ten-Little-Rabbits-Virginia-Grossman/dp/0811821323/ref=sr_1_52?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-52
"Mama Do You Love Me?: (Children's Storytime Book, Arctic and Wild Animal Picture Book, Native American Books for Toddlers) (Mama, MAMA)",811821315,978-0811821315,https://www.amazon.com/Mama-Do-You-Love-Me/dp/0811821315/ref=sr_1_53?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-53
"Native Americans: A Captivating Guide to Native American History and the Trail of Tears, Including Tribes Such as the Cherokee, Muscogee Creek, Seminole, Chickasaw, and Choctaw Nations",1647483115,978-1647483111,https://www.amazon.com/Native-Americans-Captivating-Including-Chickasaw/dp/1647483115/ref=sr_1_54?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-54
Healer of the Water Monster,0062990403,978-0062990402,https://www.amazon.com/Healer-Water-Monster-Brian-Young/dp/0062990403/ref=sr_1_55?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-55
Soft Rain: A Story of the Cherokee Trail of Tears,0440412420,978-0440412427,https://www.amazon.com/Soft-Rain-Story-Cherokee-Trail/dp/0440412420/ref=sr_1_56?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-56
Native American Animal Stories,1555911277,978-1555911270,https://www.amazon.com/Native-American-Animal-Stories-Bruchac/dp/1555911277/ref=sr_1_57?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-57
Native Americans: DISCOVER THE HISTORY & CULTURES OF THE FIRST AMERICANS WITH 15 PROJECTS (Build It Yourself),1619301709,978-1619301702,https://www.amazon.com/Native-Americans-DISCOVER-CULTURES-AMERICANS/dp/1619301709/ref=sr_1_58?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-58
The Land of the Great Turtles (Cherokee and English Edition),1939053358,978-1939053350,https://www.amazon.com/Land-Great-Turtles-Cherokee-English/dp/1939053358/ref=sr_1_59?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-59
Walking Eagle: The Little Comanche Boy,8415784368,978-8415784364,https://www.amazon.com/Walking-Eagle-Little-Comanche-Boy/dp/8415784368/ref=sr_1_60?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-60
A Child's Book of Prayers and Blessings: From Faiths and Cultures Around the World,1416995501,978-1416995500,https://www.amazon.com/Childs-Book-Prayers-Blessings-Cultures/dp/1416995501/ref=sr_1_61?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-61
Shaped By Her Hands: Potter Maria Martinez (She Made History),807575992,978-0807575994,https://www.amazon.com/Shaped-Her-Hands-Martinez-History/dp/0807575992/ref=sr_1_62?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-62
Learn About . . . Texas Indians,292716842,978-0292716841,https://www.amazon.com/Learn-About-Texas-Indians/dp/0292716842/ref=sr_1_63?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-63
House of Rain: Tracking a Vanished Civilization Across the American Southwest,0316608173,,https://www.amazon.com/House-Rain-Tracking-Civilization-Southwest-ebook/dp/B000OT7U78/ref=sr_1_64?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-64
"Dzeetee Native American Girl Loves Books just a Girl who Loves Books and has Native Blood Poster(16"" x 24"")",,,https://www.amazon.com/Dzeetee-Native-American-Loves-Poster/dp/B093PFQ9XB/ref=sr_1_65?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-65
Keepers of Life: Discovering Plants through Native American Stories and Earth Activities for Children (Keepers of the Earth),1555913873,978-1555913878,https://www.amazon.com/Keepers-Life-Discovering-American-Activities/dp/1555913873/ref=sr_1_66?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-66
"A Boy Named Beckoning: The True Story of Dr. Carlos Montezuma, Native American Hero",1541578376,978-1541578371,https://www.amazon.com/Boy-Named-Beckoning-Montezuma-American/dp/1541578376/ref=sr_1_67?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-67
Northwest Coast Indians (First Nations of North America),1432949608,978-1432949600,https://www.amazon.com/Northwest-Coast-Indians-Nations-America/dp/1432949608/ref=sr_1_68?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-68
"Be Brave, Be Brave, Be Brave: A True Story of Fatherhood and Native American Heritage",1576879143,978-1576879146,https://www.amazon.com/Be-Brave/dp/1576879143/ref=sr_1_69?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-69
"Trail of Tears (Step-Into-Reading, Step 5)",068,978-0679890522,https://www.amazon.com/Trail-Tears-Step-Into-Reading-Step-5/dp/0679890521/ref=sr_1_70?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-70
"The Dueling Oak: 300 Years of Music, Magic, and Mayhem in New Orleans (The History Series)",1734466677,978-1734466676,https://www.amazon.com/Dueling-Oak-Mayhem-Orleans-History/dp/1734466677/ref=sr_1_71?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-71
The Apache (A True Book: American Indians),0531293114,978-0531293119,https://www.amazon.com/Apache-True-Books-American-Paperback/dp/0531293114/ref=sr_1_72?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-72
Helaku and a Horse Called Thunder,,9798588733380,https://www.amazon.com/Helaku-Horse-Called-Thunder-Robb-ebook/dp/B09416JYRV/ref=sr_1_73?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-73
Finish the Fight!: The Brave and Revolutionary Women Who Fought for the Right to Vote,035840830X,978-0358408307,https://www.amazon.com/Finish-Fight-Brave-Revolutionary-Fought/dp/035840830X/ref=sr_1_74?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-74
Spider Woman's Children: Navajo Weavers Today,099905175X,978-0999051757,https://www.amazon.com/Spider-Womans-Children-Navajo-Weavers/dp/099905175X/ref=sr_1_75?dchild=1&keywords=Native+American+Children+Books&qid=1620146420&sr=8-75
